,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,Chg,StockPrice,T,ImpliedVolatility (caluclated),Difference
8717,2/17/17,3/10/17,73,CMCSA,Put,0.28,0.15718,0.04,75.32,0.057494867,0.15024231,0.00693769
8721,2/17/17,3/10/17,75,CMCSA,Put,0.86,0.13738,0.12,75.32,0.057494867,0.142134181,-0.004754181
8725,2/17/17,3/17/17,75,CMCSA,Put,1.08,0.15533,0.23,75.32,0.076659822,0.150198935,0.005131065
8726,2/17/17,3/17/17,77.5,CMCSA,Put,2.62,0.15581,0.45,75.32,0.076659822,0.149876322,0.005933678
8728,2/17/17,3/24/17,70,CMCSA,Put,0.31,0.20551,,75.32,0.095824778,0.211600861,-0.006090861
8729,2/17/17,3/24/17,71,CMCSA,Put,0.22,0.16435,,75.32,0.095824778,0.163994776,0.000355224
8730,2/17/17,3/24/17,73.5,CMCSA,Put,1.01,0.1922,,75.32,0.095824778,0.194491228,-0.002291228
8733,2/17/17,3/24/17,75,CMCSA,Put,1.31,0.16716,0.32,75.32,0.095824778,0.159630387,0.007529613
8742,2/17/17,4/21/17,82.5,CMCSA,Call,0.17,0.14627,-0.02,75.32,0.1724846,0.151764694,-0.005494694
8743,2/17/17,4/21/17,70,CMCSA,Put,0.54,0.18875,0.07,75.32,0.1724846,0.190677533,-0.001927533
8764,2/17/17,6/16/17,82.5,CMCSA,Call,0.81,0.17752,,75.32,0.325804244,0.176124146,0.001395854
8766,2/17/17,6/16/17,72.5,CMCSA,Put,1.76,0.18773,,75.32,0.325804244,0.178679823,0.009050177
8774,2/17/17,7/21/17,80,CMCSA,Call,1.48,0.15426,-0.35,75.32,0.421629021,0.161832202,-0.007572202
8779,2/17/17,7/21/17,77.5,CMCSA,Put,5.25,0.21537,,75.32,0.421629021,0.210778077,0.004591923
8780,2/17/17,7/21/17,80,CMCSA,Put,6.85,0.21872,,75.32,0.421629021,0.210007043,0.008712957
8785,2/17/17,8/18/17,77.5,CMCSA,Call,2.8,0.17339,-0.55,75.32,0.498288843,0.172710552,0.000679448
8788,2/17/17,8/18/17,70,CMCSA,Put,3.1,0.25707,,75.32,0.498288843,0.265173764,-0.008103764
8811,2/17/17,1/19/18,72.5,CMCSA,Put,5,0.23556,0.25,75.32,0.919917864,0.229230589,0.006329411
8826,2/17/17,3/17/17,60,CBSH,Call,0.44,0.11602,,59.119999,0.076659822,0.1210564,-0.0050364
8834,2/17/17,8/18/17,60,CBSH,Call,2.4,0.15919,,59.119999,0.498288843,0.164250651,-0.005060651
8835,2/17/17,8/18/17,65,CBSH,Call,0.55,0.13796,,59.119999,0.498288843,0.137632923,0.000327077
8854,2/17/17,3/17/17,42,COMM,Put,3.7,0.49415,,39.450001,0.076659822,0.490885535,0.003264465
8855,2/17/17,5/19/17,36,COMM,Call,4.2,0.26995,,39.450001,0.249144422,0.264286032,0.005663968
8860,2/17/17,5/19/17,41,COMM,Call,1.55,0.27114,,39.450001,0.249144422,0.277508845,-0.006368845
8863,2/17/17,5/19/17,37,COMM,Put,1.55,0.34478,,39.450001,0.249144422,0.343690435,0.001089565
8864,2/17/17,5/19/17,38,COMM,Put,2.3,0.39769,,39.450001,0.249144422,0.388528481,0.009161519
8868,2/17/17,8/18/17,36,COMM,Call,4.9,0.26495,,39.450001,0.498288843,0.262458164,0.002491836
8878,2/17/17,8/18/17,38,COMM,Put,3.08,0.35894,,39.450001,0.498288843,0.350037554,0.008902446
8887,2/17/17,5/19/17,25,CSAL,Put,1.22,0.38146,,26.559999,0.249144422,0.373158278,0.008301722
8888,2/17/17,5/19/17,27.5,CSAL,Put,2.55,0.38948,,26.559999,0.249144422,0.384631727,0.004848273
8969,2/17/17,3/17/17,45,CNMD,Call,0.65,0.26593,0.1,43.5,0.076659822,0.256778036,0.009151964
8972,2/17/17,5/19/17,45,CNMD,Call,1.6,0.24618,,43.5,0.249144422,0.255547188,-0.009367188
8987,2/17/17,9/15/17,50,CTWS,Put,2.5,0.27643,,53.959999,0.574948665,0.270612574,0.005817426
9017,2/17/17,7/21/17,5,CPSS,Put,0.55,0.43202,,4.98,0.421629021,0.423591296,0.008428704
9049,2/17/17,5/19/17,35,CORE,Call,1.4,0.34097,-0.15,32.939999,0.249144422,0.335836666,0.005133334
9052,2/17/17,8/18/17,35,CORE,Call,2.1,0.31325,,32.939999,0.498288843,0.312969195,0.000280805
9056,2/17/17,3/17/17,40,CSOD,Put,0.68,0.39565,-0.1,43,0.076659822,0.393117073,0.002532927
9057,2/17/17,3/17/17,42.5,CSOD,Put,1.6,0.38656,,43,0.076659822,0.391344658,-0.004784658
9091,2/17/17,2/24/17,162.5,COST,Put,0.15,0.33118,0.11,175.860001,0.019164956,0.338904742,-0.007724742
9108,2/17/17,3/3/17,182.5,COST,Call,0.5,0.18394,0.01,175.860001,0.038329911,0.182308918,0.001631082
9110,2/17/17,3/3/17,192.5,COST,Call,0.25,0.28122,,175.860001,0.038329911,0.290226908,-0.009006908
9120,2/17/17,3/10/17,182.5,COST,Call,0.69,0.16952,0.17,175.860001,0.057494867,0.16643392,0.00308608
9126,2/17/17,3/17/17,175,COST,Call,3.75,0.17652,0.2,175.860001,0.076659822,0.168570431,0.007949569
9142,2/17/17,3/3/17,162.5,COST,Put,0.2,0.25087,-0.02,175.860001,0.038329911,0.254347402,-0.003477402
9152,2/17/17,3/10/17,160,COST,Put,0.24,0.2494,-0.06,175.860001,0.057494867,0.249126916,0.000273084
9154,2/17/17,3/10/17,165,COST,Put,0.49,0.21872,0.05,175.860001,0.057494867,0.220020444,-0.001300444
9161,2/17/17,3/17/17,160,COST,Put,0.28,0.21872,-0.03,175.860001,0.076659822,0.223229337,-0.004509337
9166,2/17/17,3/24/17,160,COST,Put,0.38,0.22091,-0.13,175.860001,0.095824778,0.214313011,0.006596989
9167,2/17/17,3/24/17,162.5,COST,Put,0.63,0.20577,0.09,175.860001,0.095824778,0.214199384,-0.008429384
9169,2/17/17,3/24/17,167.5,COST,Put,1.15,0.19414,0.09,175.860001,0.095824778,0.190851944,0.003288056
9175,2/17/17,4/21/17,165,COST,Call,12.65,0.20361,0.19,175.860001,0.1724846,0.19423516,0.00937484
9176,2/17/17,4/21/17,170,COST,Call,8.4,0.16294,-0.02,175.860001,0.1724846,0.168072815,-0.005132815
9177,2/17/17,4/21/17,175,COST,Call,5.13,0.15858,0.25,175.860001,0.1724846,0.158594841,-1.48E-05
9179,2/17/17,4/21/17,185,COST,Call,1.32,0.15267,0.16,175.860001,0.1724846,0.148566821,0.004103179
9180,2/17/17,4/21/17,190,COST,Call,0.53,0.14851,-0.02,175.860001,0.1724846,0.144724517,0.003785483
9182,2/17/17,4/21/17,165,COST,Put,1.3,0.16965,-0.15,175.860001,0.1724846,0.176687913,-0.007037913
9184,2/17/17,4/21/17,175,COST,Put,3.88,0.15656,-0.37,175.860001,0.1724846,0.150326279,0.006233721
9190,2/17/17,6/16/17,170,COST,Call,10.35,0.17844,0.6,175.860001,0.325804244,0.174148364,0.004291636
9191,2/17/17,6/16/17,175,COST,Call,7.11,0.16936,0.21,175.860001,0.325804244,0.16344548,0.00591452
9197,2/17/17,6/16/17,170,COST,Put,4.2,0.16597,-0.25,175.860001,0.325804244,0.173787762,-0.007817762
9199,2/17/17,6/16/17,180,COST,Put,8.4,0.16115,-0.6,175.860001,0.325804244,0.155432922,0.005717078
9206,2/17/17,7/21/17,180,COST,Call,5.77,0.15617,0.52,175.860001,0.421629021,0.162993701,-0.006823701
9209,2/17/17,7/21/17,160,COST,Put,2.57,0.1987,-0.01,175.860001,0.421629021,0.190415893,0.008284107
9213,2/17/17,7/21/17,180,COST,Put,9.4,0.15965,,175.860001,0.421629021,0.160087367,-0.000437367
9221,2/17/17,1/19/18,160,COST,Put,5.85,0.19878,-0.25,175.860001,0.919917864,0.194213186,0.004566814
9223,2/17/17,1/19/18,170,COST,Put,9.1,0.17768,-0.2,175.860001,0.919917864,0.184024362,-0.006344362
9244,2/17/17,1/18/19,185,COST,Put,28.85,0.25348,,175.860001,1.916495551,0.253331207,0.000148793
9269,2/17/17,8/18/17,35,CRAI,Put,2.8,0.37501,,37.279999,0.498288843,0.381889334,-0.006879334
9276,2/17/17,3/17/17,185,CBRL,Call,0.44,0.23587,0.15,168.690002,0.076659822,0.239140671,-0.003270671
9277,2/17/17,3/17/17,155,CBRL,Put,1.04,0.29173,-0.46,168.690002,0.076659822,0.297252786,-0.005522786
9293,2/17/17,6/16/17,165,CBRL,Put,9,0.29445,-0.22,168.690002,0.325804244,0.286530256,0.007919744
9301,2/17/17,9/15/17,180,CBRL,Call,4.4,0.16757,,168.690002,0.574948665,0.166492973,0.001077027
9310,2/17/17,3/17/17,20,CRAY,Call,1.78,0.43411,-0.27,21.299999,0.076659822,0.435433673,-0.001323673
9311,2/17/17,3/17/17,22.5,CRAY,Call,0.55,0.426,-0.2,21.299999,0.076659822,0.429882543,-0.003882543
9322,2/17/17,3/17/17,190,CACC,Call,6.2,0.23719,-15.8,191.990005,0.076659822,0.241949172,-0.004759172
9327,2/17/17,3/17/17,180,CACC,Put,2.93,0.372,-0.12,191.990005,0.076659822,0.363455226,0.008544774
9332,2/17/17,3/17/17,210,CACC,Put,20.5,0.3996,7.7,191.990005,0.076659822,0.395550724,0.004049276
9354,2/17/17,7/21/17,200,CACC,Put,22.1,0.36428,0.1,191.990005,0.421629021,0.356783179,0.007496821
9438,2/17/17,4/21/17,28,CREE,Call,0.55,0.25863,0.14,26.49,0.1724846,0.25339061,0.00523939
9466,2/17/17,9/15/17,27,CREE,Put,3.01,0.33932,,26.49,0.574948665,0.346158477,-0.006838477
9470,2/17/17,1/19/18,27.5,CREE,Call,3,0.32737,0.15,26.49,0.919917864,0.333688552,-0.006318552
9518,2/17/17,9/15/17,40,CSGS,Call,3.8,0.3124,,39.790001,0.574948665,0.320047571,-0.007647571
9528,2/17/17,3/17/17,44,CSX,Put,0.52,0.3981,,48.540001,0.076659822,0.39918133,-0.00108133
9529,2/17/17,3/17/17,45,CSX,Put,0.7,0.38776,-0.05,48.540001,0.076659822,0.386397063,0.001362937
9530,2/17/17,3/17/17,46,CSX,Put,0.9,0.36979,-0.16,48.540001,0.076659822,0.366692367,0.003097633
9532,2/17/17,3/17/17,48,CSX,Put,1.54,0.33208,-0.3,48.540001,0.076659822,0.338817923,-0.006737923
9533,2/17/17,3/17/17,49,CSX,Put,2.05,0.34173,-0.48,48.540001,0.076659822,0.338206391,0.003523609
9537,2/17/17,5/19/17,45,CSX,Call,4.93,0.30461,1.09,48.540001,0.249144422,0.297848848,0.006761152
9550,2/17/17,5/19/17,50,CSX,Put,3.9,0.33118,-0.68,48.540001,0.249144422,0.321831267,0.009348733
9565,2/17/17,8/18/17,49,CSX,Put,4.25,0.30024,-0.45,48.540001,0.498288843,0.297897368,0.002342632
9572,2/17/17,1/19/18,50,CSX,Put,6.45,0.3169,-0.2,48.540001,0.919917864,0.31027309,0.00662691
9592,2/17/17,2/24/17,45,CTRP,Call,1.88,0.61053,0.33,45.630001,0.019164956,0.616415955,-0.005885955
9595,2/17/17,2/24/17,46.5,CTRP,Call,1.17,0.60696,0.12,45.630001,0.019164956,0.615313599,-0.008353599
9643,2/17/17,3/17/17,44,CTRP,Call,2.75,0.35833,0.13,45.630001,0.076659822,0.365614364,-0.007284364
9648,2/17/17,3/17/17,49,CTRP,Call,0.55,0.33087,0.04,45.630001,0.076659822,0.33218345,-0.00131345
9657,2/17/17,3/24/17,47.5,CTRP,Call,1,0.31667,,45.630001,0.095824778,0.30848277,0.00818723
9659,2/17/17,3/24/17,49,CTRP,Call,0.75,0.34067,,45.630001,0.095824778,0.341274262,-0.000604262
9660,2/17/17,3/24/17,49.5,CTRP,Call,0.55,0.31385,,45.630001,0.095824778,0.320323786,-0.006473786
9673,2/17/17,3/10/17,42.5,CTRP,Put,0.7,0.44121,,45.630001,0.057494867,0.442899877,-0.001689877
9674,2/17/17,3/10/17,43,CTRP,Put,0.85,0.43708,,45.630001,0.057494867,0.444761439,-0.007681439
9682,2/17/17,3/17/17,43,CTRP,Put,0.65,0.33302,-0.2,45.630001,0.076659822,0.336496797,-0.003476797
9684,2/17/17,3/17/17,45,CTRP,Put,1.45,0.35419,,45.630001,0.076659822,0.350765776,0.003424224
9692,2/17/17,3/24/17,42.5,CTRP,Put,0.8,0.35854,,45.630001,0.095824778,0.366345508,-0.007805508
9703,2/17/17,6/16/17,48,CTRP,Call,1.95,0.28021,,45.630001,0.325804244,0.27783105,0.00237895
9704,2/17/17,6/16/17,49,CTRP,Call,1.75,0.28372,,45.630001,0.325804244,0.29057848,-0.00685848
9742,2/17/17,1/18/19,47,CTRP,Put,10.3,0.4,,45.630001,1.916495551,0.390988106,0.009011894
9750,2/17/17,3/17/17,20,CUTR,Call,1.5,0.45548,,20.85,0.076659822,0.44988286,0.00559714
9804,2/17/17,3/3/17,56.5,CYBR,Call,0.65,0.47338,,52.549999,0.038329911,0.480255865,-0.006875865
9860,2/17/17,7/21/17,55,CYBR,Call,3.6,0.34358,0.18,52.549999,0.421629021,0.3366613,0.0069187
9861,2/17/17,7/21/17,50,CYBR,Put,3.8,0.36953,0.6,52.549999,0.421629021,0.379082272,-0.009552272
9862,2/17/17,7/21/17,55,CYBR,Put,6.5,0.37899,,52.549999,0.421629021,0.378335039,0.000654961
9864,2/17/17,1/19/18,55,CYBR,Call,6.16,0.34932,,52.549999,0.919917864,0.352735662,-0.003415662
9880,2/17/17,4/21/17,65,CYNO,Put,0.3,0.07098,0.05,66.25,0.1724846,0.072367788,-0.001387788
9885,2/17/17,7/21/17,65,CYNO,Put,0.45,0.0608,,66.25,0.421629021,0.058490554,0.002309446
9888,2/17/17,3/17/17,14,CY,Call,0.1,0.31083,-0.1,12.9,0.076659822,0.303873065,0.006956935
9892,2/17/17,6/16/17,12,CY,Call,1.44,0.32124,0.04,12.9,0.325804244,0.320787309,0.000452691
9900,2/17/17,9/15/17,14,CY,Call,0.6,0.24848,-0.12,12.9,0.574948665,0.257911583,-0.009431583
9914,2/17/17,6/16/17,45,CONE,Put,2.1,0.31564,,47.48,0.325804244,0.306202723,0.009437277
9947,2/17/17,3/17/17,55,PLAY,Put,0.6,0.27491,-0.25,58.189999,0.076659822,0.281504433,-0.006594433
9953,2/17/17,7/21/17,55,PLAY,Call,6.5,0.31839,,58.189999,0.421629021,0.318963921,-0.000573921
9954,2/17/17,7/21/17,60,PLAY,Call,4.2,0.33212,0.2,58.189999,0.421629021,0.32739528,0.00472472
9965,2/17/17,6/16/17,7.5,DWSN,Put,0.85,0.59712,,7.88,0.325804244,0.594078563,0.003041437
9980,2/17/17,3/17/17,15,TACO,Put,1,0.37935,,14.34,0.076659822,0.382080651,-0.002730651
9981,2/17/17,6/16/17,15,TACO,Call,0.8,0.31662,,14.34,0.325804244,0.326605702,-0.009985702
10014,2/17/17,6/16/17,18,DEPO,Call,1.6,0.57815,-0.08,16.469999,0.325804244,0.582416887,-0.004266887
10015,2/17/17,6/16/17,15,DEPO,Put,1.5,0.60688,,16.469999,0.325804244,0.608382855,-0.001502855
10031,2/17/17,7/21/17,7.5,DSCI,Call,0.05,0.11594,,7,0.421629021,0.111212606,0.004727394
10043,2/17/17,3/17/17,75,DXCM,Put,1.25,0.43895,,81.889999,0.076659822,0.431438085,0.007511915
10062,2/17/17,3/17/17,110,FANG,Call,2.35,0.28099,-0.75,107.629997,0.076659822,0.281965917,-0.000975917
10063,2/17/17,3/17/17,115,FANG,Call,1,0.28096,-0.45,107.629997,0.076659822,0.285923197,-0.004963197
10074,2/17/17,6/16/17,97.5,FANG,Put,3.67,0.33411,0.27,107.629997,0.325804244,0.332969691,0.001140309
10075,2/17/17,6/16/17,100,FANG,Put,4,0.30746,,107.629997,0.325804244,0.306989199,0.000470801
10077,2/17/17,6/16/17,110,FANG,Put,8.7,0.30751,1.5,107.629997,0.325804244,0.305507915,0.002002085
10105,2/17/17,3/17/17,30,DISCA,Call,0.35,0.25957,,28.68,0.076659822,0.261988681,-0.002418681
10109,2/17/17,4/21/17,30,DISCA,Call,0.78,0.27105,-0.01,28.68,0.1724846,0.273484403,-0.002434403
10113,2/17/17,7/21/17,30,DISCA,Call,1.6,0.28122,,28.68,0.421629021,0.286375798,-0.005155798
10114,2/17/17,7/21/17,27.5,DISCA,Put,1.5,0.2821,,28.68,0.421629021,0.283845333,-0.001745333
10116,2/17/17,3/17/17,30,DISCK,Call,0.2,0.25,-0.05,28.09,0.076659822,0.25691686,-0.00691686
10118,2/17/17,6/16/17,30,DISCK,Call,1.1,0.28025,,28.09,0.325804244,0.285856965,-0.005606965
10203,2/17/17,6/16/17,62.5,DISH,Call,5.48,0.37626,,62.889999,0.325804244,0.367339778,0.008920222
10233,2/17/17,1/18/19,65,DISH,Call,10.2,0.322,,62.889999,1.916495551,0.313423621,0.008576379
10288,2/17/17,5/19/17,77.5,DLTR,Call,6.6,0.32474,1.01,80,0.249144422,0.332145506,-0.007405506
10313,2/17/17,1/19/18,75,DLTR,Call,10.5,0.24997,,80,0.919917864,0.255161291,-0.005191291
10315,2/17/17,1/19/18,80,DLTR,Call,9,0.28122,,80,0.919917864,0.289568357,-0.008348357
10317,2/17/17,1/19/18,85,DLTR,Call,5.54,0.24974,,80,0.919917864,0.242704746,0.007035254
10318,2/17/17,1/19/18,87.5,DLTR,Call,5.17,0.24923,,80,0.919917864,0.258478219,-0.009248219
10322,2/17/17,1/19/18,80,DLTR,Put,9.25,0.31635,0.25,80,0.919917864,0.309987646,0.006362354
10323,2/17/17,1/19/18,82.5,DLTR,Put,10.3,0.29796,,80,0.919917864,0.297652367,0.000307633
10334,2/17/17,1/18/19,75,DLTR,Put,11.1,0.32866,,80,1.916495551,0.326082793,0.002577207
10403,2/17/17,1/18/19,60,DNKN,Call,3,0.16181,,55.009998,1.916495551,0.155274605,0.006535395
10408,2/17/17,3/17/17,40,DXPE,Put,4.11,0.566,,37.099998,0.076659822,0.563763071,0.002236929
10433,2/17/17,2/24/17,37.5,ETFC,Call,0.26,0.18653,-0.13,37.169998,0.019164956,0.195128202,-0.008598202
10446,2/17/17,2/24/17,37,ETFC,Put,0.36,0.22229,-0.11,37.169998,0.019164956,0.215506825,0.006783175
10458,2/17/17,3/3/17,38,ETFC,Call,0.37,0.23596,0.02,37.169998,0.038329911,0.240709067,-0.004749067
10460,2/17/17,3/3/17,39,ETFC,Call,0.1,0.2187,,37.169998,0.038329911,0.213647954,0.005052046
10476,2/17/17,3/17/17,37,ETFC,Call,0.95,0.20705,-0.16,37.169998,0.076659822,0.208734328,-0.001684328
10488,2/17/17,3/3/17,34.5,ETFC,Put,0.2,0.36283,,37.169998,0.038329911,0.36799094,-0.00516094
10492,2/17/17,3/3/17,36.5,ETFC,Put,0.41,0.24997,,37.169998,0.038329911,0.242249351,0.007720649
10507,2/17/17,3/17/17,37,ETFC,Put,1,0.25961,,37.169998,0.076659822,0.266110424,-0.006500424
10511,2/17/17,3/24/17,34.5,ETFC,Put,0.31,0.26676,,37.169998,0.095824778,0.272805951,-0.006045951
10520,2/17/17,4/21/17,36,ETFC,Call,2.27,0.26214,-0.03,37.169998,0.1724846,0.263925681,-0.001785681
10525,2/17/17,4/21/17,34,ETFC,Put,0.62,0.30125,,37.169998,0.1724846,0.302584278,-0.001334278
10534,2/17/17,7/21/17,36,ETFC,Call,3.15,0.26677,,37.169998,0.421629021,0.262020254,0.004749746
10541,2/17/17,7/21/17,36,ETFC,Put,2.28,0.3114,,37.169998,0.421629021,0.30258804,0.00881196
10572,2/17/17,6/16/17,70,EGRX,Call,10,0.47261,0.4,74.120003,0.325804244,0.4710826,0.0015274
10575,2/17/17,6/16/17,70,EGRX,Put,6.5,0.51483,,74.120003,0.325804244,0.517309519,-0.002479519
10587,2/17/17,3/17/17,50,EWBC,Put,0.35,0.2718,,53.810001,0.076659822,0.275454863,-0.003654863
10590,2/17/17,4/21/17,55,EWBC,Call,1.65,0.24992,,53.810001,0.1724846,0.241355553,0.008564447
10604,2/17/17,2/24/17,34,EBAY,Call,0.21,0.16744,0.04,33.759998,0.019164956,0.167977423,-0.000537423
10606,2/17/17,2/24/17,35,EBAY,Call,0.03,0.18974,-0.03,33.759998,0.019164956,0.182209625,0.007530375
10610,2/17/17,2/24/17,37,EBAY,Call,0.02,0.35547,,33.759998,0.019164956,0.351651793,0.003818207
10614,2/17/17,2/24/17,32,EBAY,Put,0.02,0.22125,-0.01,33.759998,0.019164956,0.230296531,-0.009046531
10627,2/17/17,3/3/17,33.5,EBAY,Call,0.6,0.17442,-0.11,33.759998,0.038329911,0.17302706,0.00139294
10628,2/17/17,3/3/17,34,EBAY,Call,0.36,0.17057,0.02,33.759998,0.038329911,0.176692811,-0.006122811
10629,2/17/17,3/3/17,34.5,EBAY,Call,0.2,0.17458,-0.14,33.759998,0.038329911,0.180181711,-0.005601711
10639,2/17/17,3/10/17,34,EBAY,Call,0.47,0.17447,-0.13,33.759998,0.057494867,0.17833214,-0.00386214
10644,2/17/17,3/10/17,36.5,EBAY,Call,0.04,0.19359,,33.759998,0.057494867,0.20304878,-0.00945878
10647,2/17/17,3/17/17,32,EBAY,Call,1.94,0.19931,0.17,33.759998,0.076659822,0.203708467,-0.004398467
10648,2/17/17,3/17/17,33,EBAY,Call,1.18,0.19056,0.17,33.759998,0.076659822,0.19792759,-0.00736759
10650,2/17/17,3/17/17,35,EBAY,Call,0.23,0.1748,,33.759998,0.076659822,0.177236476,-0.002436476
10651,2/17/17,3/17/17,36,EBAY,Call,0.1,0.1894,0.01,33.759998,0.076659822,0.190028827,-0.000628827
10652,2/17/17,3/17/17,37,EBAY,Call,0.06,0.21054,,33.759998,0.076659822,0.217349125,-0.006809125
10657,2/17/17,3/24/17,33,EBAY,Call,1.2,0.18632,,33.759998,0.095824778,0.18178381,0.00453619
10658,2/17/17,3/24/17,33.5,EBAY,Call,0.84,0.16818,-0.12,33.759998,0.095824778,0.166981281,0.001198719
10663,2/17/17,3/24/17,36,EBAY,Call,0.13,0.18005,-0.08,33.759998,0.095824778,0.183553209,-0.003503209
10669,2/17/17,3/3/17,33,EBAY,Put,0.22,0.20494,-0.03,33.759998,0.038329911,0.197570655,0.007369345
10670,2/17/17,3/3/17,33.5,EBAY,Put,0.38,0.19016,-0.03,33.759998,0.038329911,0.191146423,-0.000986423
10677,2/17/17,3/10/17,32,EBAY,Put,0.14,0.21224,-0.06,33.759998,0.057494867,0.220598989,-0.008358989
10678,2/17/17,3/10/17,32.5,EBAY,Put,0.22,0.2068,-0.01,33.759998,0.057494867,0.212293977,-0.005493977
10680,2/17/17,3/10/17,33.5,EBAY,Put,0.48,0.1893,-0.01,33.759998,0.057494867,0.188194421,0.001105579
10681,2/17/17,3/10/17,34,EBAY,Put,0.75,0.20058,-0.32,33.759998,0.057494867,0.193874791,0.006705209
10686,2/17/17,3/17/17,32,EBAY,Put,0.21,0.21652,-0.01,33.759998,0.076659822,0.221440067,-0.004920067
10688,2/17/17,3/17/17,34,EBAY,Put,0.84,0.19237,-0.12,33.759998,0.076659822,0.192679092,-0.000309092
10689,2/17/17,3/17/17,35,EBAY,Put,1.5,0.19114,0.14,33.759998,0.076659822,0.191840545,-0.000700545
10694,2/17/17,3/24/17,32,EBAY,Put,0.28,0.21428,-0.18,33.759998,0.095824778,0.22264267,-0.00836267
10696,2/17/17,3/24/17,33,EBAY,Put,0.51,0.21074,-0.08,33.759998,0.095824778,0.204258032,0.006481968
10698,2/17/17,3/24/17,34,EBAY,Put,0.96,0.20548,,33.759998,0.095824778,0.201664896,0.003815104
10702,2/17/17,4/21/17,32,EBAY,Call,2.24,0.19758,0.02,33.759998,0.1724846,0.207259106,-0.009679106
10703,2/17/17,4/21/17,33,EBAY,Call,1.56,0.19894,0.02,33.759998,0.1724846,0.20302271,-0.00408271
10705,2/17/17,4/21/17,35,EBAY,Call,0.7,0.21042,0.04,33.759998,0.1724846,0.212586509,-0.002166509
10708,2/17/17,4/21/17,31,EBAY,Put,0.37,0.25,-0.03,33.759998,0.1724846,0.246676436,0.003323564
10710,2/17/17,4/21/17,33,EBAY,Put,0.9,0.21872,-0.05,33.759998,0.1724846,0.227113077,-0.008393077
10714,2/17/17,4/21/17,37,EBAY,Put,3.5,0.22845,-0.1,33.759998,0.1724846,0.225486958,0.002963042
10716,2/17/17,7/21/17,32,EBAY,Call,3.14,0.2499,-0.06,33.759998,0.421629021,0.247263438,0.002636562
10719,2/17/17,7/21/17,35,EBAY,Call,1.69,0.24835,0.01,33.759998,0.421629021,0.250362604,-0.002012604
10721,2/17/17,7/21/17,37,EBAY,Call,1,0.24997,0.05,33.759998,0.421629021,0.244446877,0.005523123
10730,2/17/17,1/19/18,32.5,EBAY,Put,2.72,0.27547,,33.759998,0.919917864,0.267841563,0.007628437
10747,2/17/17,6/16/17,55,EBIX,Put,2.9,0.36125,,59.349998,0.325804244,0.369561542,-0.008311542
10750,2/17/17,9/15/17,55,EBIX,Call,6.3,0.21872,,59.349998,0.574948665,0.209155237,0.009564763
10752,2/17/17,9/15/17,65,EBIX,Call,2.9,0.28089,,59.349998,0.574948665,0.276502265,0.004387735
10765,2/17/17,3/17/17,55,SATS,Call,1.55,0.24997,0.05,55.119999,0.076659822,0.243178081,0.006791919
10774,2/17/17,7/21/17,55,SATS,Call,2.7,0.1843,,55.119999,0.421629021,0.18120872,0.00309128
10782,2/17/17,5/19/17,25,EDIT,Call,4.7,0.83196,-0.1,26.02,0.249144422,0.823995381,0.007964619
10783,2/17/17,5/19/17,25,EDIT,Put,3.92,0.87844,-0.28,26.02,0.249144422,0.87889047,-0.00045047
10808,2/17/17,3/3/17,13.5,LOCO,Put,0.4,0.32635,,13.4,0.038329911,0.332437328,-0.006087328
10853,2/17/17,2/24/17,95,EA,Call,0.04,0.3171,,87.300003,0.019164956,0.315082328,0.002017672
10854,2/17/17,2/24/17,79,EA,Put,0.11,0.44544,,87.300003,0.019164956,0.442950241,0.002489759
10860,2/17/17,2/24/17,82,EA,Put,0.07,0.27781,,87.300003,0.019164956,0.277599917,0.000210083
10873,2/17/17,2/24/17,88.5,EA,Put,1.41,0.13691,,87.300003,0.019164956,0.133306371,0.003603629
10888,2/17/17,3/3/17,86,EA,Call,2.46,0.25267,0.21,87.300003,0.038329911,0.254539175,-0.001869175
10890,2/17/17,3/3/17,87,EA,Call,1.36,0.18214,,87.300003,0.038329911,0.175582627,0.006557373
10891,2/17/17,3/3/17,87.5,EA,Call,1.59,0.23986,0.42,87.300003,0.038329911,0.246155241,-0.006295241
10895,2/17/17,3/3/17,90,EA,Call,0.6,0.22422,,87.300003,0.038329911,0.230451055,-0.006231055
10914,2/17/17,3/10/17,90,EA,Call,0.6,0.19442,-0.14,87.300003,0.057494867,0.187851519,0.006568481
10918,2/17/17,3/17/17,85,EA,Call,3.33,0.21293,-0.3,87.300003,0.076659822,0.204503382,0.008426618
10919,2/17/17,3/17/17,87.5,EA,Call,1.8,0.2006,-0.29,87.300003,0.076659822,0.1950134,0.0055866
10935,2/17/17,3/24/17,89.5,EA,Call,1.43,0.20845,,87.300003,0.095824778,0.215632068,-0.007182068
10939,2/17/17,3/3/17,80,EA,Put,0.28,0.36097,,87.300003,0.038329911,0.352243046,0.008726954
10941,2/17/17,3/3/17,81,EA,Put,0.36,0.34055,,87.300003,0.038329911,0.339116785,0.001433215
10956,2/17/17,3/10/17,79.5,EA,Put,0.28,0.30032,,87.300003,0.057494867,0.302995123,-0.002675123
10958,2/17/17,3/10/17,80.5,EA,Put,0.32,0.27753,,87.300003,0.057494867,0.283141843,-0.005611843
10961,2/17/17,3/10/17,82,EA,Put,0.28,0.21871,-0.03,87.300003,0.057494867,0.226400517,-0.007690517
